media_id,date,slug,media_type,mime_type,source_url,alt_text,title,attached_post_id,attached_page_slug
"1043","2021-05-21T12:05:38","_mg_9099","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/MG_9099.jpg","_MG_9099","339",0,""
"1035","2021-05-21T12:01:43","architecture-bay-bay-bridge-1006965-jpg","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/architecture-bay-bay-bridge-1006965.jpg","architecture-bay-bay-bridge-1006965.jpg","null",0,""
"1034","2021-05-21T12:01:41","william-krause-622690-unsplash-jpg","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/william-krause-622690-unsplash.jpg","william-krause-622690-unsplash.jpg","null",0,""
"1015","2021-05-21T11:50:20","in_the_park_white","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/in_the_park_white-e1638373306837.jpg","in_the_park_white","294",0,""
"1011","2021-05-21T11:49:38","img_5292_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5292_DxO_small.jpg","IMG_5292_DxO_small","294",0,""
"1009","2021-05-21T11:49:10","img_6605_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_6605_DxO_small.jpg","IMG_6605_DxO_small","294",0,""
"1008","2021-05-21T11:48:08","img_6082","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_6082.jpg","IMG_6082","294",0,""
"976","2021-05-21T11:23:40","img_5416_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5416_DxO_small.jpg","IMG_5416_DxO_small","323",0,""
"975","2021-05-21T11:22:01","img_5050_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5050_DxO_small.jpg","IMG_5050_DxO_small","323",0,""
"971","2021-05-21T11:19:10","img_5453_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5453_DxO_small.jpg","IMG_5453_DxO_small","323",0,""
"963","2021-05-21T11:14:13","img_5062_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5062_DxO_small.jpg","IMG_5062_DxO_small","323",0,""
"962","2021-05-21T11:13:45","img_5077_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5077_DxO_small.jpg","IMG_5077_DxO_small","323",0,""
"961","2021-05-21T11:13:28","img_5102_dxo","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5102_DxO_small.jpg","IMG_5102_DxO","323",0,""
"939","2021-05-21T10:52:14","placeholder-png","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/placeholder.png","placeholder.png","null",0,""
"931","2021-05-21T10:17:55","img_6492","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_6492.jpg","IMG_6492","254",0,""
"915","2021-05-21T10:11:34","img_5777","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5777.jpg","IMG_5777","254",0,""
"914","2021-05-21T10:09:25","img_6131","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_6131.jpg","IMG_6131","254",0,""
"913","2021-05-21T10:04:39","img_5092_dxo","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5092_DxO-scaled.jpg","IMG_5092_DxO","254",0,""
"912","2021-05-21T10:00:48","img_5686_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5686_DxO_small.jpg","IMG_5686_DxO_small","254",0,""
"911","2021-05-21T09:59:16","img_6560_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_6560_DxO_small.jpg","IMG_6560_DxO_small","254",0,""
"910","2021-05-21T09:58:58","img_6687_dxo","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_6687_DxO_small.jpg","IMG_6687_DxO","254",0,""
"908","2021-05-21T09:58:43","img_5167_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5167_DxO_small.jpg","IMG_5167_DxO_small","254",0,""
"907","2021-05-21T09:57:41","img_5043_dxo_small","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/IMG_5043_DxO_small-e1638380989973.jpg","IMG_5043_DxO_small","254",0,""
"762","2021-05-18T09:43:03","elementor-post-screenshot_758_2021-05-18-09-43-03_1499f45f-png","image","image/png","https://lamickeyoga.com/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_758_2021-05-18-09-43-03_1499f45f.png","Elementor-post-screenshot_758_2021-05-18-09-43-03_1499f45f.png","758",0,""
"760","2021-05-18T09:42:24","background-fallback-404-2-jpg","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/background-Fallback-404.2.jpg","background-Fallback-404.2.jpg","null",0,""
"724","2021-05-14T12:32:17","logo_thin","image","image/svg+xml","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_thin.svg","Logo_thin","433",0,""
"714","2021-05-09T19:35:58","logo-3","image","image/svg+xml","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo-3.svg","Logo 3","433",0,""
"705","2021-05-09T19:29:21","logo_fav-2-2","image","image/svg+xml","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_fav-2.svg","Logo_fav 2","414",0,""
"651","2021-05-09T18:12:52","logo_navi_horizontal-2-2","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_navi_horizontal-2.png","Logo_navi_horizontal 2","null",0,""
"650","2021-05-09T18:12:40","logo_navi_compact-3","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_navi_compact-1.png","Logo_navi_compact","null",0,""
"648","2021-05-09T18:08:27","logo_navi_horizontal-2","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_navi_horizontal-1.png","Logo_navi_horizontal","null",0,""
"644","2021-05-09T18:04:24","logo_navi_compact-2","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_navi_compact-2-scaled.png","Logo_navi_compact 2","null",0,""
"638","2021-05-09T17:57:04","logo_navi_horizontal","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_navi_horizontal.png","Logo_navi_horizontal","null",0,""
"636","2021-05-09T17:55:36","logo_navi_compact","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_navi_compact.png","Logo_navi_compact","null",0,""
"632","2021-05-09T17:36:14","logo_navi_b-4","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_navi_b-4-e1620582309215.png","Logo_navi_b 4","null",0,""
"618","2021-05-09T16:57:01","cropped-logo_21-05-09-2-png","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/cropped-Logo_21-05-09-2.png","cropped-Logo_21-05-09-2.png","null",0,""
"616","2021-05-09T16:53:37","cropped-logo_21-05-09-1-png","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/cropped-Logo_21-05-09-1.png","cropped-Logo_21-05-09-1.png","null",0,""
"615","2021-05-09T16:52:43","cropped-logo_21-05-09-png","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/cropped-Logo_21-05-09.png","cropped-Logo_21-05-09.png","null",0,""
"614","2021-05-09T16:49:44","logo_21-05-09-2","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_21-05-09.jpg","Logo_21-05-09","null",0,""
"613","2021-05-09T16:49:08","logo_21-05-09","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/Logo_21-05-09.png","Logo_21-05-09","null",0,""
"575","2021-05-01T22:11:39","white_overlay_testimonny","image","image/png","https://lamickeyoga.com/wp-content/uploads/2021/05/white_overlay_testimonny.png","white_overlay_testimonny","254",0,""
"506","2021-05-01T17:35:23","teaching_smiling_on_mat","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/teaching_smiling_on_mat.jpg","teaching_smiling_on_mat","null",0,""
"505","2021-05-01T17:35:23","split_with_estelle","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/split_with_estelle.jpg","split_with_estelle","null",0,""
"504","2021-05-01T17:35:23","smile_hand_up_with_mat","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/smile_hand_up_with_mat.jpg","smile_hand_up_with_mat","null",0,""
"503","2021-05-01T17:35:22","smile_hand_up_with_mat-1","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/smile_hand_up_with_mat-1.jpg","smile_hand_up_with_mat (1)","null",0,""
"502","2021-05-01T17:35:22","shoulder_stretch","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/shoulder_stretch.jpg","shoulder_stretch","null",0,""
"501","2021-05-01T17:35:21","moode","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/moode.jpg","moode","null",0,""
"500","2021-05-01T17:35:21","lamicke_split","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/lamicke_split.jpg","lamicke_split","null",0,""
"499","2021-05-01T17:35:20","infinity_sign_with_jenny","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/infinity_sign_with_jenny.jpg","infinity_sign_with_jenny","null",0,""
"498","2021-05-01T17:35:20","how","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/how.jpg","how","null",0,""
"497","2021-05-01T17:35:20","hmmmmmm_smiling_sit_pose","image","image/jpeg","https://lamickeyoga.com/wp-content/uploads/2021/05/hmmmmmm_smiling_sit_pose.jpg","hmmmmmm_smiling_sit_pose","null",0,""
